,position,language,gender_tuned,income_level,price
4274,55,Polish,female,15692.50703,15
4275,56,Polish,male,15692.50703,12
4276,57,Polish,female,15692.50703,9
4277,58,Polish,female,15692.50703,9
4278,59,Polish,female,15692.50703,9
4279,60,Polish,female,6663.295293,9
4280,61,Polish,male,16731.82151,9
4281,62,Polish,female,15692.50703,9
4282,63,Polish,female,46194.72523,18
4283,64,Polish,female,15692.50703,12
4284,65,Polish,female,3659.031312,9
4285,66,Polish,female,15692.50703,15
4286,67,Polish,female,15692.50703,15
4287,68,Polish,female,46445.2491,12
4288,69,Polish,female,15692.50703,18
4289,70,Polish,female,15692.50703,15
4290,71,Polish,female,46194.72523,15
4291,72,Polish,female,15692.50703,15
4292,73,Polish,male,3659.031312,9
4293,74,Polish,female,15692.50703,24
4294,75,Polish,female,15692.50703,15
4295,76,Polish,female,15692.50703,9
4296,77,Polish,female,15692.50703,9
4297,78,Polish,female,6663.295293,12
4298,79,Polish,female,15692.50703,15
4299,80,Polish,female,3659.031312,9
4300,81,Polish,male,15692.50703,12
4301,82,Polish,male,3019.205829,3
4302,83,Polish,female,15692.50703,9
4303,84,Polish,male,15692.50703,9
4304,85,Polish,male,11584.99538,15
4305,86,Polish,female,40493.92857,21
4306,87,Polish,male,3659.031312,9
4307,88,Polish,female,15692.50703,9
4308,89,Polish,male,78660.95646,18
4309,90,Polish,male,15692.50703,9
4310,91,Polish,female,42330.11754,15
4311,92,Polish,male,15692.50703,9
4312,93,Polish,female,3659.031312,9
4313,94,Polish,female,15692.50703,12
4314,95,Polish,female,15692.50703,6
4315,96,Polish,female,15692.50703,12
4316,97,Polish,male,15692.50703,9
4317,98,Polish,female,15692.50703,6
4318,99,Polish,female,15692.50703,9
4319,100,Polish,male,55060.3261,15
4320,101,Polish,male,15692.50703,66
4321,102,Polish,female,15692.50703,15
4322,103,Polish,male,15692.50703,9
4323,104,Polish,female,15692.50703,9
4324,105,Polish,male,15692.50703,18
4325,106,Polish,male,15692.50703,9
4326,107,Polish,female,15692.50703,15
4327,108,Polish,female,15692.50703,21
4328,109,Polish,female,15692.50703,9
4329,110,Polish,male,15692.50703,9
4330,111,Polish,female,15692.50703,9
4331,112,Polish,female,15692.50703,12
4332,113,Polish,male,15692.50703,12
4333,114,Polish,male,15692.50703,6
4334,115,Polish,female,15692.50703,9
4335,116,Polish,male,15692.50703,15
4336,117,Polish,female,11584.99538,6
4337,118,Polish,female,15692.50703,12
4338,119,Polish,female,15692.50703,24
4339,120,Polish,female,15692.50703,9
4340,121,Polish,male,3659.031312,9
4341,122,Polish,female,15692.50703,24
4342,123,Polish,female,15692.50703,15
4343,124,Polish,female,15692.50703,9
4344,125,Polish,female,15692.50703,9
4345,126,Polish,female,6663.295293,12
4346,127,Polish,female,15692.50703,15
4347,128,Polish,female,3659.031312,9
4348,129,Polish,male,15692.50703,12
4349,130,Polish,male,3019.205829,3
4350,131,Polish,female,15692.50703,9
4351,132,Polish,male,15692.50703,9
4352,1,Arabic,male,3204.095003,9
4353,2,Arabic,female,4405.488412,39
4354,3,Arabic,male,4405.488412,12
4355,4,Arabic,male,2032.6,12
4356,5,Arabic,female,7583.694722,9
4357,6,Arabic,female,3019.205829,9
4358,7,Arabic,male,3019.205829,12
4359,8,Arabic,male,3019.205829,9
4360,9,Arabic,male,2032.6,9
4361,10,Arabic,male,1284.702041,6
4362,11,Arabic,male,5955.10901,15
4363,12,Arabic,male,3019.205829,9
4364,13,Arabic,female,3019.205829,6
4365,14,Arabic,male,3562.330943,9
4366,15,Arabic,male,2032.6,6
4367,16,Arabic,male,4405.488412,15
4368,17,Arabic,male,3019.205829,9
4369,18,Arabic,male,3317.453593,9
4370,19,Arabic,male,3019.205829,9
4371,20,Arabic,female,3204.095003,9
4372,21,Arabic,male,3019.205829,9
4373,22,Arabic,male,3019.205829,9
4374,23,Arabic,male,3019.205829,9
4375,24,Arabic,male,3019.205829,21
4376,25,Arabic,male,3019.205829,9
4377,26,Arabic,male,7685.949267,9
4378,27,Arabic,male,4405.488412,9
4379,28,Arabic,male,2032.6,15
4380,29,Arabic,male,3204.095003,9
4381,30,Arabic,female,3019.205829,9
4382,31,Arabic,male,2032.6,27
4383,32,Arabic,male,3019.205829,9
4384,33,Arabic,male,43592.08358,18
4385,34,Arabic,male,3019.205829,9
4386,35,Arabic,male,3562.330943,9
4387,36,Arabic,male,3204.095003,6
4388,37,Arabic,male,3019.205829,12
4389,38,Arabic,male,3973.964072,9
4390,39,Arabic,male,3019.205829,6
4391,40,Arabic,male,3019.205829,12
4392,41,Arabic,female,3019.205829,15
4393,42,Arabic,male,3019.205829,6
4394,43,Arabic,male,5550.060957,9
4395,44,Arabic,male,3973.964072,6
4396,45,Arabic,male,774.3344898,12
4397,46,Arabic,male,3019.205829,9
4398,47,Arabic,male,3019.205829,15
4399,48,Arabic,female,4405.488412,9
4400,49,Arabic,male,3204.095003,9
4401,50,Arabic,female,3019.205829,9
4402,51,Arabic,female,3019.205829,9
4403,52,Arabic,male,3019.205829,12
4404,53,Arabic,male,3019.205829,6
4405,54,Arabic,male,3019.205829,12
4406,55,Arabic,male,3019.205829,6
4407,56,Arabic,male,3019.205829,9
4408,57,Arabic,male,3019.205829,12
4409,58,Arabic,male,9126.561346,12
4410,59,Arabic,female,3973.964072,9
4411,60,Arabic,male,3019.205829,12
4412,61,Arabic,female,3019.205829,12
4413,62,Arabic,male,3204.095003,9
4414,63,Arabic,male,2032.6,12
4415,64,Arabic,male,4405.488412,12
4416,65,Arabic,male,2032.6,9
4417,66,Arabic,female,3204.095003,9
4418,67,Arabic,male,3019.205829,6
4419,69,Arabic,male,3019.205829,12
4420,70,Arabic,male,3204.095003,12
4421,71,Arabic,male,3204.095003,12
4422,72,Arabic,male,7583.694722,15
4423,73,Arabic,male,7806.742211,6
4424,74,Arabic,female,3204.095003,12
4425,75,Arabic,female,3019.205829,9
4426,76,Arabic,male,3204.095003,6
4427,77,Arabic,female,3317.453593,9
4428,78,Arabic,male,3204.095003,6
4429,79,Arabic,male,3204.095003,9
4430,80,Arabic,male,3019.205829,15
4431,81,Arabic,male,3317.453593,12
4432,82,Arabic,male,4405.488412,9
4433,83,Arabic,male,3204.095003,6
4434,84,Arabic,female,2032.6,21
4435,85,Arabic,male,3019.205829,6
4436,86,Arabic,male,3204.095003,9
4437,87,Arabic,male,5955.10901,9
4438,88,Arabic,female,3973.964072,6
4439,89,Arabic,female,441.5056034,9
4440,90,Arabic,female,3973.964072,6
4441,91,Arabic,female,3019.205829,12
4442,92,Arabic,female,2032.6,6
4443,93,Arabic,male,3019.205829,9
4444,94,Arabic,female,3204.095003,12
4445,95,Arabic,female,23139.79866,51
4446,96,Arabic,male,2032.6,9
4447,97,Arabic,female,3019.205829,9
4448,98,Arabic,male,3019.205829,9
4449,99,Arabic,female,3019.205829,9
4450,100,Arabic,female,3317.453593,21
4451,101,Arabic,female,3019.205829,6
4452,102,Arabic,female,7583.694722,15
4453,103,Arabic,male,3019.205829,15
4454,104,Arabic,male,2032.6,12
4455,105,Arabic,male,3019.205829,15
4456,106,Arabic,female,3019.205829,6
4457,107,Arabic,male,3204.095003,3
4458,108,Arabic,female,2032.6,21
4459,109,Arabic,female,3204.095003,15
4460,110,Arabic,male,23139.79866,21
4461,112,Arabic,male,3204.095003,12
4462,113,Arabic,male,2032.6,18
4463,114,Arabic,male,2032.6,9
4464,115,Arabic,male,2032.6,9
4465,116,Arabic,male,3019.205829,15
4466,117,Arabic,female,2032.6,9
4467,118,Arabic,male,4405.488412,9
4468,119,Arabic,female,4405.488412,15
4469,120,Arabic,male,1122.12181,6
4470,121,Arabic,female,3973.964072,9
4471,122,Arabic,female,23139.79866,15
4472,124,Arabic,male,3019.205829,9
4473,125,Arabic,female,3973.964072,21
4474,126,Arabic,female,3204.095003,9
4475,127,Arabic,female,46194.72523,21
4476,128,Arabic,female,3019.205829,18
4477,129,Arabic,female,65297.51751,15
4478,130,Arabic,male,3019.205829,6
4479,131,Arabic,female,3019.205829,3
4480,132,Arabic,female,3019.205829,15
4481,133,Arabic,male,32000.44847,12
4482,134,Arabic,female,4405.488412,15
4483,135,Arabic,male,7583.694722,12
4484,136,Arabic,female,3019.205829,12
4485,137,Arabic,male,3019.205829,9
4486,138,Arabic,female,3317.453593,9
4487,139,Arabic,male,3019.205829,6
4488,140,Arabic,female,3204.095003,15
4489,141,Arabic,female,3204.095003,6
4490,142,Arabic,male,3019.205829,12
4491,143,Arabic,female,3019.205829,18
4492,144,Arabic,female,3973.964072,12
4493,145,Arabic,male,3019.205829,3
4494,146,Arabic,male,3204.095003,9
4495,147,Arabic,female,3019.205829,9
4496,148,Arabic,female,3019.205829,9
4497,149,Arabic,male,3019.205829,3
4498,150,Arabic,male,3317.453593,12
4499,151,Arabic,male,2032.6,24
4500,152,Arabic,female,3019.205829,18
4501,153,Arabic,male,3562.330943,15
4502,154,Arabic,female,3019.205829,15
4503,155,Arabic,male,3019.205829,15
4504,156,Arabic,male,2032.6,9
4505,157,Arabic,female,3973.964072,6
4506,158,Arabic,female,5955.10901,6
4507,159,Arabic,male,5955.10901,6
4508,160,Arabic,female,3562.330943,15
4509,162,Arabic,male,3317.453593,9
4510,163,Arabic,female,3019.205829,9
4511,164,Arabic,female,2032.6,9
4512,165,Arabic,male,774.3344898,12
4513,166,Arabic,male,3019.205829,9
4514,167,Arabic,female,3973.964072,6
4515,168,Arabic,female,3019.205829,12
4516,169,Arabic,female,3317.453593,21
4517,170,Arabic,female,3019.205829,12
4518,171,Arabic,female,65297.51751,57
4519,173,Arabic,female,3562.330943,15
4520,174,Arabic,male,3204.095003,6
4521,175,Arabic,male,2032.6,9
4522,176,Arabic,male,2032.6,15
4523,177,Arabic,male,2032.6,9
4524,178,Arabic,male,3019.205829,12
4525,179,Arabic,female,7583.694722,21
4526,180,Arabic,male,2032.6,18
4527,181,Arabic,male,3019.205829,18
4528,182,Arabic,female,3019.205829,6
4529,183,Arabic,female,2032.6,6
4530,184,Arabic,female,3204.095003,12
4531,185,Arabic,female,2032.6,9
4532,186,Arabic,male,2032.6,6
4533,187,Arabic,male,3204.095003,9
4534,188,Arabic,male,2032.6,9
4535,189,Arabic,female,3973.964072,9
4536,190,Arabic,female,40493.92857,63
4537,192,Arabic,male,2032.6,15
4538,193,Arabic,male,3973.964072,6
4539,194,Arabic,male,3019.205829,12
4540,195,Arabic,female,3562.330943,24
4541,196,Arabic,female,3019.205829,6
4542,197,Arabic,female,3019.205829,9
4543,198,Arabic,male,3019.205829,9
4544,199,Arabic,male,3019.205829,12
4545,200,Arabic,male,3019.205829,9
4546,201,Arabic,male,3019.205829,12
4547,202,Arabic,female,3019.205829,15
4548,203,Arabic,male,3562.330943,21
4549,205,Arabic,female,42330.11754,9
4550,206,Arabic,female,3204.095003,9
4551,207,Arabic,female,42330.11754,9
4552,208,Arabic,male,65297.51751,81
4553,209,Arabic,female,65297.51751,24
4554,210,Arabic,male,2032.6,12
4555,211,Arabic,male,3317.453593,21
4556,212,Arabic,female,3562.330943,9
4557,214,Arabic,female,3317.453593,6
4558,215,Arabic,male,10261.67925,15
4559,216,Arabic,male,3019.205829,6
4560,217,Arabic,male,23139.79866,21
4561,218,Arabic,male,3019.205829,9
4562,219,Arabic,male,3204.095003,15
4563,220,Arabic,female,3019.205829,24
4564,221,Arabic,female,3317.453593,21
4565,222,Arabic,female,3019.205829,6
4566,223,Arabic,female,7583.694722,15
4567,224,Arabic,male,3019.205829,15
4568,225,Arabic,male,2032.6,12
4569,226,Arabic,male,3019.205829,15
4570,227,Arabic,female,3019.205829,6
4571,228,Arabic,male,3204.095003,3
4572,229,Arabic,female,2032.6,21
4573,1,Turkish,male,9126.561346,15
4574,2,Turkish,female,9126.561346,9
4575,3,Turkish,male,9126.561346,6
4576,4,Turkish,male,9126.561346,6
4577,5,Turkish,male,9126.561346,6
4578,6,Turkish,male,9126.561346,3
4579,7,Turkish,male,9126.561346,6
4580,8,Turkish,female,9126.561346,9
4581,9,Turkish,male,9126.561346,6
4582,10,Turkish,male,9126.561346,9
4583,11,Turkish,female,9126.561346,9
4584,12,Turkish,female,9126.561346,9
4585,13,Turkish,male,9126.561346,18
4586,14,Turkish,male,9126.561346,9
4587,15,Turkish,male,9126.561346,9
4588,16,Turkish,male,9126.561346,6
4589,17,Turkish,female,9126.561346,15
4590,18,Turkish,male,9126.561346,6
4591,19,Turkish,female,9126.561346,12
4592,20,Turkish,male,9126.561346,9
4593,21,Turkish,male,9126.561346,6
4594,22,Turkish,female,9126.561346,12
4595,23,Turkish,male,9126.561346,12
4596,24,Turkish,male,9126.561346,9
4597,25,Turkish,female,9126.561346,9
4598,26,Turkish,male,9126.561346,9
4599,27,Turkish,female,9126.561346,9
4600,28,Turkish,female,6663.295293,12
4601,29,Turkish,female,9126.561346,12
4602,30,Turkish,female,9126.561346,6
4603,31,Turkish,female,11584.99538,12
4604,32,Turkish,male,9126.561346,9
4605,33,Turkish,male,9126.561346,9
4606,34,Turkish,female,9126.561346,6
4607,35,Turkish,male,9126.561346,18
4608,36,Turkish,male,9126.561346,9
4609,37,Turkish,female,9126.561346,12
4610,38,Turkish,female,9126.561346,21
4611,39,Turkish,female,5550.060957,15
4612,40,Turkish,male,6966.635411,6
4613,41,Turkish,female,9126.561346,9
4614,42,Turkish,male,9126.561346,6
4615,43,Turkish,female,9126.561346,12
4616,44,Turkish,female,9126.561346,12
4617,45,Turkish,female,9126.561346,6
4618,46,Turkish,male,9126.561346,12
4619,47,Turkish,female,9126.561346,15
4620,48,Turkish,male,46445.2491,15
4621,49,Turkish,female,4793.58702,6
4622,50,Turkish,male,9126.561346,33
4623,51,Turkish,female,1309.392992,18
4624,52,Turkish,female,6663.295293,9
4625,53,Turkish,female,9126.561346,9
4626,54,Turkish,female,9126.561346,9
4627,55,Turkish,female,9126.561346,9
4628,56,Turkish,male,9126.561346,6
4629,57,Turkish,female,9126.561346,9
4630,58,Turkish,female,9126.561346,12
4631,59,Turkish,female,9126.561346,9
4632,60,Turkish,female,9126.561346,6
4633,61,Turkish,female,9126.561346,12
4634,62,Turkish,male,9126.561346,9
4635,63,Turkish,male,9126.561346,9
4636,64,Turkish,female,9126.561346,9
4637,65,Turkish,female,9126.561346,15
4638,66,Turkish,male,9126.561346,6
4639,67,Turkish,male,9126.561346,9
4640,68,Turkish,female,9126.561346,9
4641,69,Turkish,male,9126.561346,6
4642,70,Turkish,male,9126.561346,12
4643,71,Turkish,male,9126.561346,12
4644,72,Turkish,male,5550.060957,6
4645,74,Turkish,male,9126.561346,18
4646,75,Turkish,male,5955.10901,9
4647,76,Turkish,male,6966.635411,9
4648,77,Turkish,male,9126.561346,6
4649,78,Turkish,male,9126.561346,9
4650,79,Turkish,male,9126.561346,6
4651,80,Turkish,female,9126.561346,9
4652,81,Turkish,male,6966.635411,9
4653,82,Turkish,female,9126.561346,15
4654,83,Turkish,female,9126.561346,12
4655,84,Turkish,female,9126.561346,9
4656,85,Turkish,female,9126.561346,6
4657,86,Turkish,female,9126.561346,6
4658,87,Turkish,male,9126.561346,15
4659,88,Turkish,female,9126.561346,6
4660,89,Turkish,male,9126.561346,9
4661,90,Turkish,female,9126.561346,9
4662,91,Turkish,male,9126.561346,9
4663,92,Turkish,female,9126.561346,18
4664,93,Turkish,male,9126.561346,9
4665,94,Turkish,female,7411.836116,9
4666,95,Turkish,male,9126.561346,6
4667,96,Turkish,male,9126.561346,6
4668,97,Turkish,male,9126.561346,9
4669,98,Turkish,male,9126.561346,3
4670,99,Turkish,male,9126.561346,6
4671,100,Turkish,female,46445.2491,27
4672,101,Turkish,female,9126.561346,27
4673,102,Turkish,male,9126.561346,3
4674,103,Turkish,male,3659.031312,6
4675,104,Turkish,male,9126.561346,15
4676,105,Turkish,male,9126.561346,9
4677,106,Turkish,female,9126.561346,9
4678,107,Turkish,female,9126.561346,9
4679,108,Turkish,male,9126.561346,9
4680,109,Turkish,male,11584.99538,6
4681,111,Turkish,female,4339.843279,12
4682,112,Turkish,male,65297.51751,9
4683,113,Turkish,female,9126.561346,12
4684,114,Turkish,female,9126.561346,21
4685,115,Turkish,female,9126.561346,9
4686,116,Turkish,female,9126.561346,9
4687,117,Turkish,female,9126.561346,6
4688,118,Turkish,female,46445.2491,9
4689,119,Turkish,male,9126.561346,9
4690,120,Turkish,female,9126.561346,9
4691,121,Turkish,male,5955.10901,6
4692,122,Turkish,male,9126.561346,9
4693,123,Turkish,female,9126.561346,6
4694,124,Turkish,female,9126.561346,12
4695,125,Turkish,female,4793.58702,6
4696,126,Turkish,female,9126.561346,12
4697,127,Turkish,female,9126.561346,9
4698,128,Turkish,female,9126.561346,12
4699,129,Turkish,female,3019.205829,12
4700,130,Turkish,male,9126.561346,9
4701,131,Turkish,female,9126.561346,9
4702,132,Turkish,female,42330.11754,12
4703,133,Turkish,male,8717.186278,9
4704,134,Turkish,male,4135.569263,3
4705,135,Turkish,male,9126.561346,9
4706,136,Turkish,male,9126.561346,9
4707,137,Turkish,male,9126.561346,6
4708,138,Turkish,female,9126.561346,12
4709,139,Turkish,male,9126.561346,9
4710,140,Turkish,male,9126.561346,6
4711,141,Turkish,male,9126.561346,15
4712,142,Turkish,female,9126.561346,15
4713,143,Turkish,male,9126.561346,6
4714,144,Turkish,female,9812.390376,9
4715,145,Turkish,male,46445.2491,18
4716,146,Turkish,female,9126.561346,9
4717,147,Turkish,male,9126.561346,12
4718,148,Turkish,female,9126.561346,9
4719,149,Turkish,male,9126.561346,12
4720,150,Turkish,female,9126.561346,9
4721,151,Turkish,male,9126.561346,12
4722,152,Turkish,male,9126.561346,12
4723,153,Turkish,male,9126.561346,9
4724,154,Turkish,female,9126.561346,9
4725,155,Turkish,male,9126.561346,9
4726,156,Turkish,male,9126.561346,6
4727,157,Turkish,female,9126.561346,12
4728,158,Turkish,male,9946.033829,15
4729,159,Turkish,female,9126.561346,9
4730,160,Turkish,male,9126.561346,9
4731,161,Turkish,female,9126.561346,9
4732,1,Vietnamese,female,2715.276036,6
4733,2,Vietnamese,female,2715.276036,12
4734,3,Vietnamese,female,2715.276036,9
4735,4,Vietnamese,male,2715.276036,3
4736,5,Vietnamese,female,2715.276036,9
4737,6,Vietnamese,male,2715.276036,6
4738,7,Vietnamese,male,2715.276036,9
4739,8,Vietnamese,female,2715.276036,6
4740,9,Vietnamese,female,2715.276036,12
4741,10,Vietnamese,female,2715.276036,6
4742,11,Vietnamese,male,2715.276036,6
4743,12,Vietnamese,female,2715.276036,12
4744,13,Vietnamese,female,2715.276036,12
4745,14,Vietnamese,female,2715.276036,21
4746,15,Vietnamese,female,2715.276036,6
4747,16,Vietnamese,female,2715.276036,9
4748,17,Vietnamese,female,2715.276036,3
4749,18,Vietnamese,female,2715.276036,9
4750,19,Vietnamese,male,2715.276036,6
4751,20,Vietnamese,female,2715.276036,12
4752,21,Vietnamese,female,2715.276036,12
4753,22,Vietnamese,female,2715.276036,6
4754,23,Vietnamese,female,2715.276036,6
4755,24,Vietnamese,female,2715.276036,12
4756,25,Vietnamese,female,2715.276036,9
4757,26,Vietnamese,female,2715.276036,12
4758,27,Vietnamese,female,2715.276036,12
4759,28,Vietnamese,female,2715.276036,9
4760,29,Vietnamese,female,2715.276036,9
4761,30,Vietnamese,male,2715.276036,6
4762,31,Vietnamese,female,2715.276036,9
4763,32,Vietnamese,female,2715.276036,9
4764,33,Vietnamese,female,2715.276036,6
4765,34,Vietnamese,male,2715.276036,9
4766,35,Vietnamese,female,2715.276036,9
4767,36,Vietnamese,male,2715.276036,9
4768,37,Vietnamese,female,2715.276036,12
4769,38,Vietnamese,female,2715.276036,9
4770,39,Vietnamese,female,2715.276036,6
4771,40,Vietnamese,female,2715.276036,12
4772,41,Vietnamese,female,2715.276036,9
4773,42,Vietnamese,female,2715.276036,9
4774,43,Vietnamese,male,2715.276036,12
4775,45,Vietnamese,female,2715.276036,9
4776,46,Vietnamese,female,2715.276036,9
4777,47,Vietnamese,female,2715.276036,9
4778,48,Vietnamese,male,2715.276036,3
4779,49,Vietnamese,female,2715.276036,9
4780,51,Vietnamese,female,2715.276036,9
4781,52,Vietnamese,female,2715.276036,9
4782,53,Vietnamese,male,2715.276036,9
4783,54,Vietnamese,female,2715.276036,15
4784,55,Vietnamese,female,2715.276036,12
4785,56,Vietnamese,male,2715.276036,6
4786,57,Vietnamese,female,2715.276036,9
4787,58,Vietnamese,female,2715.276036,9
4788,60,Vietnamese,female,2715.276036,9
4789,61,Vietnamese,female,2715.276036,12
4790,62,Vietnamese,male,2715.276036,12
4791,63,Vietnamese,female,2715.276036,12
4792,64,Vietnamese,female,2715.276036,15
4793,65,Vietnamese,male,65297.51751,27
4794,66,Vietnamese,female,2715.276036,9
4795,67,Vietnamese,male,23494.5962,15
4796,68,Vietnamese,male,2715.276036,9
4797,69,Vietnamese,female,2715.276036,9
4798,70,Vietnamese,male,2715.276036,9
4799,71,Vietnamese,female,2715.276036,9
4800,72,Vietnamese,male,2715.276036,9
4801,73,Vietnamese,female,2715.276036,9
4802,74,Vietnamese,female,10261.67925,21
4803,75,Vietnamese,female,2715.276036,9
4804,76,Vietnamese,male,2715.276036,6
4805,77,Vietnamese,female,2715.276036,15
4806,78,Vietnamese,male,40246.88013,12
4807,79,Vietnamese,female,2715.276036,9
4808,80,Vietnamese,female,2715.276036,9
4809,81,Vietnamese,female,2715.276036,6
4810,82,Vietnamese,female,2715.276036,12
4811,83,Vietnamese,female,2715.276036,9
4812,84,Vietnamese,female,40246.88013,12
4813,85,Vietnamese,female,2715.276036,15
4814,86,Vietnamese,female,2715.276036,9
4815,87,Vietnamese,female,2715.276036,6
4816,88,Vietnamese,female,2715.276036,6
4817,89,Vietnamese,female,2715.276036,15
4818,1,Japanese,female,40246.88013,12
4819,2,Japanese,male,40246.88013,15
4820,3,Japanese,female,40246.88013,12
4821,4,Japanese,female,40246.88013,18
4822,5,Japanese,female,40246.88013,9
4823,6,Japanese,female,40246.88013,15
4824,7,Japanese,male,40246.88013,12
4825,8,Japanese,female,40246.88013,12
4826,9,Japanese,female,40246.88013,15
4827,10,Japanese,female,40246.88013,9
4828,11,Japanese,female,40246.88013,6
4829,12,Japanese,female,40246.88013,18
4830,13,Japanese,female,40246.88013,12
4831,14,Japanese,male,40246.88013,12
4832,15,Japanese,female,40246.88013,9
4833,16,Japanese,female,40246.88013,12
4834,18,Japanese,female,40246.88013,15
4835,19,Japanese,female,40246.88013,15
4836,20,Japanese,female,40246.88013,21
4837,21,Japanese,female,40246.88013,9
4838,22,Japanese,female,40246.88013,15
4839,24,Japanese,female,40246.88013,9
4840,25,Japanese,female,40246.88013,15
4841,26,Japanese,male,40246.88013,15
4842,27,Japanese,female,40246.88013,9
4843,28,Japanese,female,40246.88013,12
4844,29,Japanese,female,40246.88013,18
4845,30,Japanese,female,40246.88013,15
4846,31,Japanese,male,40246.88013,9
4847,32,Japanese,male,40246.88013,24
4848,33,Japanese,male,40246.88013,15
4849,34,Japanese,female,40246.88013,15
4850,36,Japanese,female,40246.88013,15
4851,37,Japanese,female,40246.88013,12
4852,38,Japanese,female,40246.88013,21
4853,39,Japanese,female,40246.88013,18
4854,40,Japanese,female,40246.88013,18
4855,41,Japanese,male,40246.88013,12
4856,42,Japanese,female,40246.88013,15
4857,43,Japanese,female,10261.67925,12
4858,44,Japanese,female,40246.88013,18
4859,45,Japanese,female,40246.88013,12
4860,46,Japanese,female,40246.88013,21
4861,47,Japanese,female,40246.88013,21
4862,48,Japanese,female,40246.88013,9
4863,49,Japanese,female,40246.88013,12
4864,50,Japanese,male,40246.88013,15
4865,51,Japanese,male,40246.88013,18
4866,52,Japanese,female,40246.88013,9
4867,53,Japanese,female,10261.67925,15
4868,54,Japanese,female,40246.88013,15
4869,55,Japanese,female,40246.88013,12
4870,56,Japanese,male,40246.88013,30
4871,57,Japanese,female,40246.88013,30
4872,58,Japanese,female,40246.88013,18
4873,59,Japanese,female,40246.88013,15
4874,60,Japanese,female,40246.88013,27
4875,61,Japanese,male,40246.88013,15
4876,62,Japanese,female,40246.88013,9
4877,63,Japanese,female,40246.88013,36
4878,64,Japanese,male,40246.88013,36
4879,65,Japanese,male,40246.88013,21
4880,66,Japanese,male,9812.390376,6
4881,67,Japanese,male,40246.88013,12
4882,68,Japanese,female,65297.51751,15
4883,69,Japanese,male,40246.88013,12
4884,70,Japanese,male,40246.88013,33
4885,71,Japanese,female,40246.88013,24
4886,72,Japanese,male,40246.88013,24
4887,73,Japanese,female,40246.88013,18
4888,74,Japanese,female,40246.88013,18
4889,75,Japanese,female,40246.88013,9
4890,76,Japanese,female,40246.88013,12
4891,77,Japanese,female,40246.88013,18
4892,78,Japanese,female,40246.88013,24
4893,79,Japanese,female,40246.88013,21
4894,80,Japanese,male,40246.88013,24
4895,81,Japanese,female,40246.88013,12
4896,82,Japanese,male,33228.23668,24
4897,83,Japanese,female,11584.99538,15
4898,84,Japanese,female,11584.99538,9
4899,85,Japanese,female,40246.88013,6
4900,86,Japanese,female,40246.88013,9
4901,87,Japanese,male,40246.88013,18
4902,88,Japanese,female,40246.88013,12
4903,89,Japanese,male,40246.88013,12
4904,90,Japanese,male,40246.88013,27
4905,91,Japanese,female,40246.88013,9
4906,92,Japanese,female,40246.88013,15
4907,93,Japanese,female,40246.88013,21
4908,94,Japanese,female,40246.88013,27
4909,95,Japanese,female,40246.88013,12
4910,97,Japanese,female,40246.88013,12
4911,98,Japanese,female,40246.88013,18
4912,99,Japanese,male,40246.88013,9
4913,100,Japanese,male,40246.88013,9
4914,101,Japanese,male,40246.88013,9
4915,102,Japanese,male,40246.88013,15
4916,103,Japanese,female,40246.88013,9
4917,104,Japanese,female,40246.88013,18
4918,105,Japanese,female,40246.88013,21
4919,106,Japanese,male,40246.88013,15
4920,107,Japanese,female,40246.88013,15
4921,108,Japanese,female,40246.88013,12
4922,109,Japanese,female,40246.88013,15
4923,110,Japanese,male,10261.7,21
4924,110,Japanese,male,10261.7,21
4925,111,Japanese,female,33228.23668,18
4926,112,Japanese,male,40246.88013,9
4927,113,Japanese,female,40246.88013,24
4928,114,Japanese,female,40246.88013,15
4929,115,Japanese,male,40246.88013,15
4930,116,Japanese,female,40246.88013,12
4931,117,Japanese,female,40246.88013,39
4932,118,Japanese,male,46194.72523,12
4933,120,Japanese,female,40246.88013,18
4934,121,Japanese,male,40246.88013,18
4935,122,Japanese,male,40246.88013,9
4936,123,Japanese,female,40246.88013,15
4937,124,Japanese,female,11584.99538,9
4938,126,Japanese,female,40246.88013,18
4939,127,Japanese,female,40246.88013,18
4940,128,Japanese,female,40246.88013,15
4941,129,Japanese,female,40246.88013,12
4942,130,Japanese,male,40246.88013,15
4943,131,Japanese,male,40246.88013,15
4944,132,Japanese,male,8717.186278,9
4945,133,Japanese,female,40246.88013,12
4946,134,Japanese,female,40246.88013,27
4947,135,Japanese,female,40246.88013,27
4948,136,Japanese,male,40246.88013,9
4949,137,Japanese,male,23252.05852,12
4950,138,Japanese,female,40246.88013,9
4951,139,Japanese,male,40246.88013,15
4952,140,Japanese,female,40246.88013,12
4953,141,Japanese,female,40246.88013,15
4954,142,Japanese,female,40246.88013,36
4955,143,Japanese,male,40246.88013,12
4956,145,Japanese,male,40246.88013,12
4957,146,Japanese,female,40246.88013,12
4958,147,Japanese,female,40246.88013,18
4959,148,Japanese,female,40246.88013,9
4960,149,Japanese,female,40246.88013,15
4961,150,Japanese,male,40246.88013,18
4962,151,Japanese,female,40246.88013,12
4963,152,Japanese,female,40246.88013,9
4964,153,Japanese,female,40246.88013,24
4965,154,Japanese,female,40246.88013,18
4966,155,Japanese,female,40246.88013,21
4967,156,Japanese,female,40246.88013,18
4968,157,Japanese,female,40246.88013,9
4969,158,Japanese,female,40246.88013,9
